FieldID	name	fieldType	IndexType	unitSet	unitModel	unitMetric	unitEnglish	SLower	SUpper	HLower	HUpper	Source	Type	ReadOnly	HasHelp	Access	Transfer	D1 type	D1 set	D1 model	D1 metric	D1 English	D1 BSL	D1 BSU	D1 BHL	D1 BHU	D1 source	D2 type	D2 set	D2 model	D2 metric	D2 English	D2 BSL	D2 BSU	D2 BHL	D2 BHU	D2 source	D3 type	D3 set	D3 model	D3 metric	D3 English	D3 BSL	D3 BSU	D3 BHL	D3 BHU	D3 source
kSoilPatchCarbonDioxideInAtmosphere_ppm	CO2 concentration in atmosphere	1 Single	1 None	25 kNonChangingUnitPartsPMillion	1 ppm	1 ppm	1 ppm	50	2000	50	2000	1 Epic	1 Parameter	FALSE	FALSE	params.carbonDioxideInAtmosphere_ppm	1 MFD	0 Undefined																				
kSoilPatchChangeInPatchTotalNitrate_kgPha	Change in total nitrate today	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.changeInPatchTotalNitrate_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchCumIrrigationApplied_mm	Cumulative irrigation applied for year	1 Single	1 None	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	yearTotals.cumIrrigationApplied_mm	1 MFD	0 Undefined																				
kSoilPatchCumNAddedInIrrigationWater_kgPha	N as nitrate added in irrigation water this year	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	yearTotals.cumNAddedInIrrigationWater_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchCumNFertAutoApplied_kgPha	N fertilizer applied this year	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	yearTotals.cumNFertAutoApplied_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchCumNFixation_kgPha	N fixed this year	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	yearTotals.cumNFixation_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchCumPFertAutoApplied_kgPha	P fertilizer added this year	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	yearTotals.cumPFertAutoApplied_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchCurveNumber	Curve number for runoff today	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	100	2 KfSoft	4 Output variable	TRUE	FALSE	water.curveNumber	1 MFD	0 Undefined																				
kSoilPatchDaysSinceAutoFertApplied	Days since auto fertilization was applied	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	0	365	0	365	3 Unit set	2 State variable	TRUE	FALSE	state.daysSinceAutoFertApplied	1 MFD	0 Undefined																				
kSoilPatchDaysSinceAutoIrrApplied	Days since auto irrigation was applied	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	0	365	0	365	3 Unit set	2 State variable	TRUE	FALSE	state.daysSinceAutoIrrApplied	1 MFD	0 Undefined																				
kSoilPatchDikeHeight_mm	Furrow dike height today	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	1000	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	surface.dikeHeight_mm	1 MFD	0 Undefined																				
kSoilPatchDikeHeightAtCreation_mm	Furrow dike height when created	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	1000	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	surface.dikeHeightAtCreation_mm	1 MFD	0 Undefined																				
kSoilPatchDikeInterval_m	Furrow dike interval	1 Single	1 None	2 kLength	4 m	4 m	7 ft	0	1000	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	surface.dikeInterval_m	1 MFD	0 Undefined																				
kSoilPatchDikesNeedRebuilt	Furrow dikes need to be rebuilt	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					3 Unit set	4 Output variable	FALSE	FALSE	surface.dikesNeedRebuilt	1 MFD	0 Undefined																				
kSoilPatchDikeVolume_mm	Furrow dike volume	1 Single	1 None	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	1000	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	surface.dikeVolume_mm	1 MFD	0 Undefined																				
kSoilPatchEnrichmentRatioForNPPest	Enrichment ratio for N and P today	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	1	-1000000	1000000	0 No source	4 Output variable	TRUE	FALSE	erosion.enrichmentRatioForNPPest	1 MFD	0 Undefined																				
kSoilPatchErosionControlPracticeFactor	Erosion control practice factor for water erosion	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	1 Epic	1 Parameter	FALSE	FALSE	params.erosionControlPracticeFactor	1 MFD	0 Undefined																				
kSoilPatchFlatCropResidueAddedFromDeadPlant_tPha	Flat residue newly decayed from organic matter blobs today	1 Single	1 None	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.flatCropResidueAddedFromDeadPlant_tPha	2 BDConvert	3 Area	6 kMass	4 t	2 g	6 lb	0	1.00E-06	0	1000000	3 Unit set	0 Undefined										
kSoilPatchFlatCropResidueAdsorbedToSediment_kgPha	Flat residue lost in eroded soil today	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.flatCropResidueAdsorbedToSediment_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchFlatCropResidueDecomposedToAtmosphere_tPha	Flat residue decomposed to atmosphere today	1 Single	1 None	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.flatCropResidueDecomposedToAtmosphere_tPha	2 BDConvert	3 Area	6 kMass	4 t	2 g	6 lb	0	1.00E-06	0	1000000	3 Unit set	0 Undefined										
kSoilPatchFlatCropResidueDecomposedToOrganicMatter_tPha	Flat residue decomposed to organic matter today	1 Single	1 None	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.flatCropResidueDecomposedToOM_tPha	2 BDConvert	3 Area	6 kMass	4 t	2 g	6 lb	0	1.00E-06	0	1000000	3 Unit set	0 Undefined										
kSoilPatchFlatCropResidueFromOM_tPha	Undecayed dead plant matter (in organic matter blobs) on this soil patch	1 Single	1 None	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.flatCropResidueFromOM_tPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchFractDikeVolAvailForWaterStorage_frn	Furrow dike fraction of volume available for water storage	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	params.fractDikeVolAvailForWaterStorage_frn	1 MFD	0 Undefined																				
kSoilPatchFractionIrrigLostToRunoff	Fraction of irrigation water lost to runoff	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	0.6	0	0.6	1 Epic	1 Parameter	FALSE	FALSE	params.fractionOfIrrigationWaterLostToRunoff	1 MFD	0 Undefined																				
kSoilPatchIgnoreNContentWhenAutoFertilizing	Ignore N content when auto fertilizing	8 Boolean	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	params.ignoreNContentWhenAutoFertilizing	1 MFD	0 Undefined																				
kSoilPatchIgnoreSoilWaterContentWhenIrrigating	Ignore soil water content when irrigating	8 Boolean	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	params.ignoreSoilWaterContentWhenAutoIrrigating	1 MFD	0 Undefined																				
kSoilPatchInflowFromWaterTable_mm	Water table inflow to patch today	1 Single	1 None	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	water.inflowFromWaterTable_mm	1 MFD	0 Undefined																				
kSoilPatchIrrigationPeakRunoffRate_m3Psec	Peak runoff rate from irrigation today	1 Single	1 None	29 kNonChangingUnitCubicMetersPSecond	1 m3/sec	1 m3/sec	1 m3/sec	0	100	0	100	3 Unit set	4 Output variable	TRUE	FALSE	water.irrigationPeakRunoffRate_m3Psec	1 MFD	0 Undefined																				
kSoilPatchIrrigationRunoffVolume_mm	Runoff volume from irrigation today	1 Single	1 None	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	water.irrigationRunoffVolume_mm	1 MFD	0 Undefined																				
kSoilPatchIrrigationWaterErosion_tPha	Water erosion from irrigation today	1 Single	1 None	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	erosion.irrigationWaterErosion_tPha	2 BDConvert	3 Area	6 kMass	4 t	2 g	6 lb	0	1.00E-06	0	1000000	3 Unit set	0 Undefined										
kSoilPatchLabilePAdsorbedToSediment_kgPha	P as labile lost in eroded soil today	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.labilePAdsorbedToSediment_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLabilePLostInRunoff_kgPha	P as labile lost in runoff today	1 Single	1 None	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	movement.labilePLostInRunoff_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerActiveHumusNMineralization_kgPha	N as active organic in humus mineralized today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].activeHumusNMineralization_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerActiveHumusPMineralization_kgPha	P as organic in humus mineralized today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].activeHumusPMineralization_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerAluminumSaturation_pct	Aluminum saturation by layer	1 Single	2 Layer	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	2 State variable	TRUE	FALSE	layers[index].aluminumSaturation_pct	1 MFD	0 Undefined																				
kSoilPatchLayerAmmonia_kgPha	N as ammonia by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].ammonia_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerBaseFormingCations_cmolPkg	Base-forming cations by layer	1 Single	2 Layer	16 kNonChangingUnitHundredsOfMolesPKilogram	1 cmol/kg	1 cmol/kg	1 cmol/kg	0	150	0	150	1 Epic	2 State variable	FALSE	FALSE	layers[index].baseFormingCations_cmolPkg	1 MFD	0 Undefined																				
kSoilPatchLayerBulkDensity_tPm3	Bulk density by layer	1 Single	2 Layer	15 kDensity	3 t/m3	1 g/cm3	4 lb/ft3	0	5	0	1000000	3 Unit set	2 State variable	FALSE	TRUE	layers[index].bulkDensity_tPm3	1 MFD	0 Undefined																				
kSoilPatchLayerBulkDensityOvenDry_tPm3	Bulk density oven-dry by layer	1 Single	2 Layer	15 kDensity	3 t/m3	1 g/cm3	4 lb/ft3	0	2.5	0	2.5	1 Epic	2 State variable	FALSE	FALSE	layers[index].bulkDensityOvenDry_tPm3	1 MFD	0 Undefined																				
kSoilPatchLayerCalciumCarbonate_pct	Free calcium carbonate by layer	1 Single	2 Layer	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	2 State variable	FALSE	FALSE	layers[index].calciumCarbonate_pct	1 MFD	0 Undefined																				
kSoilPatchLayerCationExchangeCapacity_cmolPkg	Cation exchange capacity by layer	1 Single	2 Layer	16 kNonChangingUnitHundredsOfMolesPKilogram	1 cmol/kg	1 cmol/kg	1 cmol/kg	0	150	0	150	1 Epic	2 State variable	FALSE	FALSE	layers[index].cationExchangeCapacity_cmolPkg	1 MFD	0 Undefined																				
kSoilPatchLayerClayContent_pct	Clay content by layer	1 Single	2 Layer	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	2 State variable	FALSE	FALSE	layers[index].clayContent_pct	1 MFD	0 Undefined																				
kSoilPatchLayerDecayRateConst	Residue decay rate today by layer	1 Single	2 Layer	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	1	-1000000	1000000	0 No source	4 Output variable	TRUE	FALSE	layers[index].decayRateConst	1 MFD	0 Undefined																				
kSoilPatchLayerDenitrification_kgPha	Denitrification today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].denitrification_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerDepth_m	Depth by layer	1 Single	2 Layer	2 kLength	4 m	4 m	7 ft	0	3	0	3	1 Epic	2 State variable	FALSE	FALSE	layers[index].depth_m	1 MFD	0 Undefined																				
kSoilPatchLayerEvaporation_mm	Evaporation from layer today	1 Single	2 Layer	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].evaporation_mm	2 BDConvert	1 Depth	21 kNonChangingUnitMetersPMeter	1 m/m	1 m/m	1 m/m	0	1	0	10	3 Unit set	0 Undefined										
kSoilPatchLayerFieldCapacity_mm	Field capacity by layer	1 Single	2 Layer	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].fieldCapacity_mm	2 BDConvert	1 Depth	21 kNonChangingUnitMetersPMeter	1 m/m	1 m/m	1 m/m	0	1	0	10	3 Unit set	0 Undefined										
kSoilPatchLayerFlatCropResidue_tPha	Flat residue by layer	1 Single	2 Layer	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].flatCropResidue_tPha	2 BDConvert	3 Area	6 kMass	4 t	2 g	6 lb	0	1.00E-06	0	1000000	3 Unit set	0 Undefined										
kSoilPatchLayerFreshNMineralization_kgPha	N as fresh organic in flat residue mineralized today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].freshNMineralization_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerFreshPMineralization_kgPha	P as fresh organic in flat residue mineralized today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].freshPMineralization_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerLabileP_kgPha	P as labile by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].labileP_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	50	0	50	1 Epic	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerLabilePLeachedFromPercolation_kgPha	P as labile leached from percolation today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].labilePLeachedFromPercolation_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerLateralFlow_mm	Sub-surface flow out of layer today	1 Single	2 Layer	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].lateralFlow_mm	2 BDConvert	1 Depth	21 kNonChangingUnitMetersPMeter	1 m/m	1 m/m	1 m/m	0	1	0	10	3 Unit set	0 Undefined										
kSoilPatchLayerMineralPActive_kgPha	P as active mineral by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].mineralPActive_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerMineralPFlowCoeff_Pday	P mineral flow coefficient today by layer	1 Single	2 Layer	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	1	-1000000	1000000	0 No source	4 Output variable	TRUE	FALSE	layers[index].mineralPFlowCoeff_Pday	1 MFD	0 Undefined																				
kSoilPatchLayerMineralPFlowFromActiveToStable_kgPha	P flow from active to stable mineral today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].mineralPFlowFromActiveToStable_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerMineralPStable_kgPha	P as stable mineral by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].mineralPStable_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerNitrate_kgPha	N as nitrate by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].nitrate_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	30	0	30	1 Epic	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerNitrateLeachedFromLateralFlow_kgPha	N as nitrate leached from sub-surface flow today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].nitrateLeachedFromLateralFlow_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerNitrateLeachedFromPercolation_kgPha	N as nitrate leached from percolation today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].nitrateLeachedFromPercolation_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerNitrification_kgPha	N nitrification today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].nitrification_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerNutrientCyclingTempFactor	Nutrient cycling temperature factor today by layer	1 Single	2 Layer	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	1	-1000000	1000000	0 No source	4 Output variable	TRUE	FALSE	layers[index].nutrientCyclingTempFactor	1 MFD	0 Undefined																				
kSoilPatchLayerOrganicMatter_tPha	Organic matter by layer	1 Single	2 Layer	9 kMassOverArea	2 t/ha	3 kg/m2	9 lb/ft2	0	0.001	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicMatter_tPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	4 t	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicNActiveHumus_kgPha	N as active organic in humus by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicNActiveHumus_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicNFresh_kgPha	N as fresh organic in flat residue by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicNFresh_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicNFromActiveToStableInHumus_kgPha	N flow from active to stable in humus today by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	1	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].organicNFromActiveToStableInHumus_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicNStableHumus_kgPha	N as stable organic in humus by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicNStableHumus_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicPFresh_kgPha	P as fresh organic in flat residue by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicPFresh_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerOrganicPHumus_kgPha	P as organic in humus by layer	1 Single	2 Layer	9 kMassOverArea	1 kg/ha	3 kg/m2	9 lb/ft2	0	100	0	1000000	3 Unit set	2 State variable	FALSE	FALSE	layers[index].organicPHumus_kgPha	2 BDConvert	2 Conc	31 kConcentration	1 g/t	2 g/kg	5 oz/T	0	100	0	5000	3 Unit set	3 Area	6 kMass	3 kg	2 g	6 lb	0	0	0	1000000	3 Unit set	0 Undefined
kSoilPatchLayerPercolation_mm	Percolation through layer today	1 Single	2 Layer	12 kDepthOfWater	1 mm (liquid)	1 mm (liquid)	2 in (liquid)	0	100	0	1000000	3 Unit set	4 Output variable	TRUE	FALSE	layers[index].percolation_mm	2 BDConvert	1 Depth	21 kNonChangingUnitMetersPMeter	1 m/m	1 m/m	1 m/m	0	1	0	10	3 Unit set	0 Undefined										
