FieldID	name	fieldType	IndexType	unitSet	unitModel	unitMetric	unitEnglish	SLower	SUpper	HLower	HUpper	Source	Type	ReadOnly	HasHelp	Access	Transfer	D1 type	D1 set	D1 model	D1 metric	D1 English	D1 BSL	D1 BSU	D1 BHL	D1 BHU	D1 source	D2 type	D2 set	D2 model	D2 metric	D2 English	D2 BSL	D2 BSU	D2 BHL	D2 BHU	D2 source	D3 type	D3 set	D3 model	D3 metric	D3 English	D3 BSL	D3 BSU	D3 BHL	D3 BHU	D3 source
kPlantZZDrawFlowerBudFemaleFaceColor	Female flower bud petal front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].BudFaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerBudMaleBackfaceColor	Male flower bud petal back face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BudBackfaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerBudMaleFaceColor	Male flower bud petal front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BudFaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerBudNumPetalsFemale	Female flower number of petals on bud	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	1	100	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].BudNumPetals	1 MFD	0 Undefined
kPlantZZDrawFlowerBudNumPetalsMale	Male flower number of petals on bud	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	1	100	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BudNumPetals	1 MFD	0 Undefined
kPlantZZDrawFlowerBudPetalsAreRadiallyArrangedFemale	Female flower bud petals are radially arranged	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].BudPetalsAreRadiallyArranged	1 MFD	0 Undefined
kPlantZZDrawFlowerBudPetalsAreRadiallyArrangedMale	Male flower bud petals are radially arranged	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BudPetalsAreRadiallyArranged	1 MFD	0 Undefined
kPlantZZDrawFlowerBudScaleAtFullSizeFemale	Female flower bud 3D object scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].BudScaleAtFullSize	1 MFD	0 Undefined
kPlantZZDrawFlowerBudScaleAtFullSizeMale	Male flower bud 3D object scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BudScaleAtFullSize	1 MFD	0 Undefined
kPlantZZDrawFlowerDaysBeforeDropFemale	Female flower days until drop	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	365	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].DaysBeforeDrop	1 MFD	0 Undefined
kPlantZZDrawFlowerDaysBeforeDropMale	Male flower days until drop	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	365	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].DaysBeforeDrop	1 MFD	0 Undefined
kPlantZZDrawFlowerFemaleBackfaceColor	Female flower petal back face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].BackfaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerFemaleBudObject3D	Female flower bud 3D object	10 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].budObject3D	5 3D Object	0 Undefined
kPlantZZDrawFlowerFemaleFaceColor	Female flower petal front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].FaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerFemaleObject3D	Female flower petal 3D object	10 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].object3D	5 3D Object	0 Undefined
kPlantZZDrawFlowerMaleBackfaceColor	Male flower petal back face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].BackfaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerMaleBudObject3D	Male flower bud 3D object	10 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].budObject3D	5 3D Object	0 Undefined
kPlantZZDrawFlowerMaleFaceColor	Male flower petal front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].FaceColor	1 MFD	0 Undefined
kPlantZZDrawFlowerMaleObject3D	Male flower petal 3D object	10 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].object3D	5 3D Object	0 Undefined
kPlantZZDrawFlowerMaxDaysToCreateFlowerBudIfOverMinFractFemale	Female flower maximum days for inflorescence to create bud	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MaxDaysToCreateFlowerBudIfOverMinFraction	1 MFD	0 Undefined
kPlantZZDrawFlowerMaxDaysToCreateFlowerBudIfOverMinFractMale	Male flower maximum days for inflorescence to create bud	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MaxDaysToCreateFlowerBudIfOverMinFraction	1 MFD	0 Undefined
kPlantZZDrawFlowerMaxDaysToGrowIfOverMinFractionFemale	Female flower maximum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MaxDaysToGrowIfOverMinFraction	1 MFD	0 Undefined
kPlantZZDrawFlowerMaxDaysToGrowIfOverMinFractionMale	Male flower maximum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MaxDaysToGrowIfOverMinFraction	1 MFD	0 Undefined
kPlantZZDrawFlowerMinDaysToCreateFlowerBudFemale	Female flower minimum days for inflorescence to create bud	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MinDaysToCreateFlowerBud	1 MFD	0 Undefined
kPlantZZDrawFlowerMinDaysToCreateFlowerBudMale	Male flower minimum days for inflorescence to create bud	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MinDaysToCreateFlowerBud	1 MFD	0 Undefined
kPlantZZDrawFlowerMinDaysToGrowFemale	Female flower minimum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MinDaysToGrow	1 MFD	0 Undefined
kPlantZZDrawFlowerMinDaysToGrowMale	Male flower minimum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MinDaysToGrow	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractOptBiomassToOpenFlowerFemale	Female flower minimum fraction of optimal biomass needed to open	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MinFractionOfOptimalBiomassToOpenFlower_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractionOfOptimalBiomassToCreateFruitFemale	Female flower minimum fraction of optimal biomass needed to set fruit	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].minFractionOfOptimalBiomassToCreateFruit_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractOptBiomassToOpenFlowerMale	Male flower minimum fraction of optimal biomass needed to open	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MinFractionOfOptimalBiomassToOpenFlower_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractionOfOptimalBiomassToCreateFruitMale	Male flower minimum fraction of optimal biomass needed to set fruit	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].minFractionOfOptimalBiomassToCreateFruit_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractOptInitBiomassToCreateFlowerFemale	Female flower minimum fraction of optimal biomass needed to create	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].MinFractionOfOptimalInitialBiomassToCreateFlower_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerMinFractOptInitBiomassToCreateFlowerMale	Male flower minimum fraction of optimal biomass needed to create	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].MinFractionOfOptimalInitialBiomassToCreateFlower_frn	1 MFD	0 Undefined
kPlantZZDrawFlowerNumPetalsFemale	Female flower number of petals	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].NumPetals	1 MFD	0 Undefined
kPlantZZDrawFlowerNumPetalsMale	Male flower number of petals	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].NumPetals	1 MFD	0 Undefined
kPlantZZDrawFlowerOptimalBiomassFemale	Female flower optimal biomass	1 Single	1 None	6 kMass	3 kg	2 g	6 lb	0	0.001	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].OptimalBiomass_kg	1 MFD	0 Undefined
kPlantZZDrawFlowerOptimalBiomassMale	Male flower optimal biomass	1 Single	1 None	6 kMass	3 kg	2 g	6 lb	0	0.001	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].OptimalBiomass_kg	1 MFD	0 Undefined
kPlantZZDrawFlowerPetalsAreRadiallyArrangedFemale	Female flower petals are radially arranged	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].PetalsAreRadiallyArranged	1 MFD	0 Undefined
kPlantZZDrawFlowerPetalsAreRadiallyArrangedMale	Male flower petals are radially arranged	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].PetalsAreRadiallyArranged	1 MFD	0 Undefined
kPlantZZDrawFlowerScaleAtFullSizeFemale	Female flower petal 3D object scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderFemale].ScaleAtFullSize	1 MFD	0 Undefined
kPlantZZDrawFlowerScaleAtFullSizeMale	Male flower petal 3D object scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	1 Parameter	FALSE	FALSE	pFlower[kGenderMale].ScaleAtFullSize	1 MFD	0 Undefined
kPlantZZDrawFruitDaysToRipen	Fruit days to ripen once full-sized	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFruit.DaysToRipen	1 MFD	0 Undefined
kPlantZZDrawFruitMaxDaysToGrow	Fruit maximum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFruit.MaxDaysToGrow	1 MFD	0 Undefined
kPlantZZDrawFruitMinDaysToGrow	Fruit minimum days to grow	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFruit.MinDaysToGrow	1 MFD	0 Undefined
kPlantZZDrawFruitNumSections	Fruit number of section 3D objects	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pFruit.NumSections	1 MFD	0 Undefined
kPlantZZDrawFruitObject3D	Fruit section 3D object	10 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFruit.object3D	5 3D Object	0 Undefined
kPlantZZDrawFruitOptimumMass_kg	Fruit optimum biomass	1 Single	1 None	6 kMass	3 kg	2 g	6 lb	0	0.001	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	pFruit.optimalBiomass_kg	1 MFD	0 Undefined
kPlantZZDrawFruitRipeBackfaceColor	Fruit ripe section back face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFruit.RipeBackfaceColor	1 MFD	0 Undefined
kPlantZZDrawFruitRipeFaceColor	Fruit ripe section front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFruit.RipeFaceColor	1 MFD	0 Undefined
kPlantZZDrawFruitScaleAtFullSize	Fruit section 3D object scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	1 Parameter	FALSE	FALSE	pFruit.ScaleAtFullSize	1 MFD	0 Undefined
kPlantZZDrawFruitSCurve	S curve - effect of fruit age on fruit optimal biomass	1 Single	4 S curve	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0	1	3 Unit set	1 Parameter	FALSE	FALSE	pFruit.sCurveParams	3 S curve	0 Undefined
kPlantZZDrawFruitSectionsAreRadiallyArranged	Fruit sections are radially arranged	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pFruit.SectionsAreRadiallyArranged	1 MFD	0 Undefined
kPlantZZDrawFruitStalkStrengthIndex	Fruit stalk strength index	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	100	3 Unit set	1 Parameter	FALSE	FALSE	pFruit.StalkStrengthIndex	1 MFD	0 Undefined
kPlantZZDrawFruitUnripeBackfaceColor	Fruit unripe section back face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFruit.UnripeBackfaceColor	1 MFD	0 Undefined
kPlantZZDrawFruitUnripeFaceColor	Fruit unripe section front face color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pFruit.UnripeFaceColor	1 MFD	0 Undefined
kPlantZZDrawGeneralGender	Plant gender	11 List of choices	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.Gender	1 MFD	0 Undefined
kPlantZZDrawGeneralHarvestItemsBundledWithWholePlant	Harvest items bundled with whole plant	11 List of choices	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	(not needed)	7 Bundling	0 Undefined
kPlantZZDrawGeneralIsDicot	Plant is dicotyledonous (has two seedling leaves)	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pGeneral.IsDicot	1 MFD	0 Undefined
kPlantZZDrawGeneralLineDivisions	Plant number of segments to draw to create curved line	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	1	50	2 KfSoft	1 Parameter	FALSE	FALSE	pGeneral.LineDivisions	1 MFD	0 Undefined
kPlantZZDrawGeneralMaleFlowersAreSeparate	Plant has both male and female flowers	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pGeneral.MaleFlowersAreSeparate	1 MFD	0 Undefined
kPlantZZDrawGeneralNumApicalInflors	Plant number of apical (terminal) inflorescences	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	50	0	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pGeneral.NumApicalInflors	1 MFD	0 Undefined
kPlantZZDrawGeneralNumAxillaryInflors	Plant number of axillary inflorescences	2 Integer	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	50	0	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pGeneral.NumAxillaryInflors	1 MFD	0 Undefined
kPlantZZDrawGeneralRandomSway	Plant random sway in drawing angles	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	0	360	3 Unit set	1 Parameter	FALSE	FALSE	pGeneral.randomSway	1 MFD	0 Undefined
kPlantZZDrawGeneralStorageOrganLumpedWith	Lump storage organ in with	11 List of choices	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	(not needed)	6 Storage	0 Undefined
kPlantZZDrawHarvestItemTemplateAxillaryBud	Harvest display item for axillary bud	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeAxillaryBud]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateFemaleFlower	Harvest display item for female flower	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeFemaleFlower]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateFemaleFlowerBud	Harvest display item for female flower bud	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeFemaleFlowerBud]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateFemaleInflorescence	Harvest display item for female inflorescence	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeFemaleInflorescence]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateFruit	Harvest display item for fruit	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeFruit]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateLeaf	Harvest display item for leaf	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeLeaf]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateMaleFlower	Harvest display item for male flower	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeMaleFlower]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateMaleFlowerBud	Harvest display item for male flower bud	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeMaleFlowerBud]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateMaleInflorescence	Harvest display item for male inflorescence	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeMaleInflorescence]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateRoot	Harvest display item for root	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeRoot]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateSeedlingLeaf	Harvest display item for seedling leaf	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeSeedlingLeaf]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateStem	Harvest display item for stem (internode)	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeStem]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateStorageOrgan	Harvest display item for storage organ	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeStorageOrgan]	4 Harvest	0 Undefined
kPlantZZDrawHarvestItemTemplateWholePlant	Harvest display item for whole plant	12 Harvest item template	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pGeneral.harvestItemTemplatesArray[kHarvestPartTypeWholePlant]	4 Harvest	0 Undefined
kPlantZZDrawInflorescenceBiomassRequiredFemale	Female inflorescence optimal biomass	1 Single	1 None	6 kMass	3 kg	2 g	6 lb	0	0.001	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].optimalBiomass_kg	1 MFD	0 Undefined
kPlantZZDrawInflorescenceBiomassRequiredMale	Male inflorescence optimal biomass	1 Single	1 None	6 kMass	3 kg	2 g	6 lb	0	0.001	0	1	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].optimalBiomass_kg	1 MFD	0 Undefined
kPlantZZDrawInflorescenceBranchAngleFemale	Female inflorescence angle of branch with main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	0	360	3 Unit set	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].BranchAngle	1 MFD	0 Undefined
kPlantZZDrawInflorescenceBranchAngleMale	Male inflorescence angle of branch with main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	0	360	3 Unit set	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].BranchAngle	1 MFD	0 Undefined
kPlantZZDrawInflorescenceBranchesAreAlternateFemale	Female inflorescence branches are alternate	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].BranchesAreAlternate	1 MFD	0 Undefined
kPlantZZDrawInflorescenceBranchesAreAlternateMale	Male inflorescence branches are alternate	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].BranchesAreAlternate	1 MFD	0 Undefined
kPlantZZDrawInflorescenceDaysToAllFlowersShowingFemale	Female inflorescence days for all flowers to develop	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].daysToAllFlowersCreated	1 MFD	0 Undefined
kPlantZZDrawInflorescenceDaysToAllFlowersShowingMale	Male inflorescence days for all flowers to develop	2 Integer	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	30	1	1000	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].daysToAllFlowersCreated	1 MFD	0 Undefined
kPlantZZDrawInflorescenceFemaleStalkColor	Female inflorescence stalk color	7 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].StalkColor	1 MFD	0 Undefined
kPlantZZDrawInflorescenceFlowersDrawTopToBottomFemale	Female inflorescence flowers develop from top to bottom	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].FlowersDrawTopToBottom	1 MFD	0 Undefined
kPlantZZDrawInflorescenceFlowersDrawTopToBottomMale	Male inflorescence flowers develop from top to bottom	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].FlowersDrawTopToBottom	1 MFD	0 Undefined
kPlantZZDrawInflorescenceFlowersSpiralOnStemFemale	Female inflorescence flowers spiral around main stem	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].FlowersSpiralOnStem	1 MFD	0 Undefined
kPlantZZDrawInflorescenceFlowersSpiralOnStemMale	Male inflorescence flowers spiral around main stem	8 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False					0 No source	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].FlowersSpiralOnStem	1 MFD	0 Undefined
kPlantZZDrawInflorescenceInternodeLengthFemale	Female inflorescence internode length (between flowers)	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	100	0	10000	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderFemale].InternodeLength_mm	1 MFD	0 Undefined
kPlantZZDrawInflorescenceInternodeLengthMale	Male inflorescence internode length (between flowers)	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	100	0	10000	2 KfSoft	1 Parameter	FALSE	FALSE	pInflor[kGenderMale].InternodeLength_mm	1 MFD	0 Undefined
